SPILLNO-------,S,OWNCO--------------------,OWNSTREET-----------,OWNCITY-------------,OS,OZIP,TY,DIDATE----,SPLOC     -------------------------,SPCITY-------------------,SPCOUN-------------------,MATERIAL----------------------,SFM_ID--,FAC_NAME-----------------
092989-99-0009,5,WASHINGTON SCHOOL,1205 SOUTH 2ND,NORFOLK,NE,68701,14,1989-07-14,WASHINGTON  SCHOOL,NORFOLK,MADISON,FUEL OIL,8676,WASHINGTON SCHOOL
092989-99-0010,5,GRANT SCHOOL,1106 PHILLIP AV,NORFOLK,NE,68701,14,1989-07-14,GRANT SCHOOL,NORFOLK,MADISON,FUEL OIL,8677,GRANT SCHOOL
092989-99-0011,5,NORTHERN HILLS SCHOOL,600 N 12 ST,NORFOLK,NE,68701,14,1989-07-14,NORTHERN HILLS SCHOOL,NORFOLK,MADISON,FUEL OIL,8678,NORTHERN HILLS SCHOOL
092989-99-0012,5,JEFFERSON SCHOOL,406 COTTONWOOD ST,NORFOLK,NE,68701,14,1989-07-14,JEFFERSON SCHOOL,NORFOLK,MADISON,FUEL OIL,8679,JEFFERSON SCHOOL
092989-99-0013,5,JUNIOR HIGH,510 PASEWALK AVE.,NORFOLK,NE,68701,14,1989-07-14,JUNIOR HIGH SCHOOL,NORFOLK,MADISON,FUEL OIL,8681,JUNIOR HIGH
092989-99-0014,5,CEDAR-KNOW PUB POWER DST,P O BOX 397,HARTINGTON,NE,68739,7,1989-03-23,109 W STATE STREET,HARTINGTON,CEDAR,TRANSFORMER OIL,1570,CEDAR-KNOW PUB POWER DST
092989-99-0015,5,SEWARD IMPLEMENT CO,EAST HIWAY 34,SEWARD,NE,68434,7,1989-04-20,EAST HIWAY 34,SEWARD,SEWARD,UNKNOWN,1525,SEWARD IMPLEMENT CO
092989-99-0016,5,UNITED TELEPHONE CO WEST,2806 AVE D,SCOTTSBLUFF,NE,69361,7,1989-05-15,2806 AVE D,SCOTTSBLUFF,SCOTTS BLUFF,,1673,UNITED TELEPHONE CO WEST
092989-99-0017,5,GRASS VALLEY FARMS,RT 1 BOX 9,DAVID CITY,NE,68632,7,1989-09-13,1S 1 1/2W OF DAVID CITY,DAVID CITY,BUTLER,,2169,GRASS VALLEY FARMS
092989-99-0018,5,NPPD,116 N DEWEY,NORTH PLATTE,NE,69101,7,1989-08-03,RURAL ROUTE,KEYSTONE,KEITH,DIESEL,2368,NPPD
092989-99-0019,5,MID AMERICA DAIRMEN INC,2301 RIVERSIDE BLVD,NORFOLK,NE,68701,7,1989-05-11,2301 RIVERSIDE BLVD,NORFOLK,MADISON,"GASOLINE, DIESEL",2626,MID AMERICA DAIRMEN INC
092989-99-0020,5,BEHLEN MFG CO,HWY 30 EAST,COLUMBUS,NE,68601,7,1989-09-11,HWY 30 EAST,COLUMBUS,PLATTE,UNKNOWN,2666,BEHLEN MFG CO
092989-99-0021,5,RUSSELL L SWANSON,RR 2 BOX 76,WAHOO,NE,68066,7,1989-06-28,RR 2 BOX 76,WAHOO,SAUNDERS,"GASOLINE, DIESEL",4392,RUSSELL L SWANSON
092989-99-0022,5,FOXLEY GRAIN CO,925 FACTORY BOX 131,FREMONT,NE,68025,7,1989-05-25,925 FACTORY ST,FREMONT,DODGE,GASOLINE,4890,FOXLEY GRAIN CO
092989-99-0023,5,BOBS 1 STOP,101 HIWAY AVE,MEADOW GROVE,NE,68752,7,1989-05-26,101 HIWAY AVE,MEADOW GROVE,MADISON,GASOLINE,6556,BOBS 1 STOP
092989-99-0024,5,CITY OF WAHOO,605 NORTH BROADWAY,WAHOO,NE,68066,14,1989-08-18,310 N LINDEN,WAHOO,SAUNDERS,#2 FUEL OIL,6780,CITY OF WAHOO
092989-99-0026,5,BURTON MC PHEETERS,RR 2,GOTHENBURG,NE,69138,7,1989-08-16,RR 2,GOTHENBURG,LINCOLN,"GASOLINE, DIESEL",6880,BURTON MC PHEETERS
092989-99-0027,5,BUTLER CNTY CRTHSE,451 5TH STREET,DAVID CITY,NE,68632,7,1989-08-11,451 5TH ST,DAVID CITY,BUTLER,"GASOLINE, DIESEL",8000,BUTLER CNTY CRTHSE
092989-99-0028,5,WAVERLY HIGH SCHOOL,DISTRICT 145,WAVERLY,NE,68462,7,1989-07-06,WAVERLY HIGH SCHOOL,WAVERLY,LANCASTER,UNKNOWN,8015,WAVERLY HIGH SCHOOL
092989-99-0029,5,CITY OF NEWMAN GROVE,,NEWMAN GROVE,NE,68758,7,1989-08-04,SENIOR CITIZENS CENTER,NEWMAN GROVE,MADISON,UNKNOWN,8037,CITY OF NEWMAN GROVE
092989-99-0030,5,UNION PACIFIC RAILROAD,1416 DODGE ROOM 1000,OMAHA,NE,68178,7,1989-09-15,RR RT OF WAY 90'TO ELM,RISING CITY,BUTLER,UNKNOWN,8081,UNION PACIFIC RAILROAD
09299-KSA-1315,5,BARTON SOLVENTS,213509TH AVE,COUNCIL BLUFFS,IA,51502,1,1989-09-29,SOUTH 20TH TO VINTON,OMAHA,DOUGLAS,DIESEL FUEL,,
092992-DT-0816,5,CENTRAL RESOURCES INC,RR 1 BOX 111B,SIDNEY,NE,69162,9,1992-09-28,RIPPE B-4 LEASE,SIDNEY,CHEYENNE,CRUDE OIL/BRINE,,CENTRAL'S RIPPE B-4 LEASE
092992-KM-1700,5,A-1 FORKLIFT,PO BOX 3627,OMAHA,NE,68103,1,1992-09-29,6600 WEST O STREET,LINCOLN,LANCASTER,GASOLINE ANTIFREEZE,,A-1 FORKLIFT
092993-EL-0800,9,LANCASTER COUNTY ENGINEER,555 S 10TH ST,LINCOLN,NE,68508,7,1993-07-08,201 NW 84TH ST,EMERALD,LANCASTER,GASOLINE AND DIESEL,5047,LANCASTER CNTY ROAD MAINT
092993-EL-0815,5,KWIK SHOP INC,PO BOX 1927,HUTCHINSON,KS,67504,7,1993-07-20,2071 33 AVE,COLUMBUS,PLATTE,GASOLINE,630,KWIK SHOP #621
092993-EL-0830,5,VANS C STORE,RR 1 BOX L9,BRULE,NE,69127,7,1992-02-26,LAKEVIEW CAMP LK MC CONAUGHY,BRULE,KEITH,GASOLINE,5236,VANS C STORE
092993-EL-0845,9,CAMBRIDGE COOP OIL CO,BOX 370,CAMBRIDGE,NE,69022,7,1991-04-13,WEST HWY 6 & 34,INDIANOLA,RED WILLOW,GASOLINE & DIESEL,5814,CAMBRIDGE COOP
092993-NH-1030,5,KELLOGGS,9601 F STREET,OMAHA,NE,68103,9,1993-09-28,96TH & I STREET,OMAHA,DOUGLAS,PROPANE,5966,
092994-JB-1100,5,UNIVERSITY OF NE-LINCOLN,3630 E. CAMPUS LOOP,LINCOLN,NE,68583,8,1994-09-29,6TH & VINE,LINCOLN,LANCASTER,LATEX PAINT,,UNIVERSITY OF NE-LINCOLN
092994-ML-2015,5,MID AMERICAN PIPELINE,1800 SO. BALTIMORE,TULSA,OK,74119,4,1994-09-29,1 MI EAST OF MEMPHIS,MEMPHIS,DOUGLAS,ANHYDROUS AMMONIA,,MID AMERICAN PIPELINE
092995-ML-2330,5,ARCADIAN,HWY 75,LAPLATTE,NE,68005,9,1995-09-29,LAPLATTE FACILITY,LA PLATTE,SARPY,ANYDROUS AMMONIA,,
092997-CT-1405,V,SINCLAIR OIL,6602 PORTLAND AE S,RICHFIELD,MN,55423,7,1996-02-16,5305 N 103RD ST,OMAHA,DOUGLAS,GASOLINE,2975,SINCLAIR RETAIL #26010
092998-99-0000,5,FREMONT HOUSING AUTHORITY,2600 N CLARKSON,FREMONT,NE,68025,14,1998-06-22,2510 N CLARKSON,FREMONT,DODGE,HEATING OIL,8862,FREMONT HOUSING AUTHORITY
092998-99-0001,5,OFFUTT A F B,55 CES/CEV,OFFUTT A F B,NE,68113,14,1998-02-20,BLDG 165 TANKS 1 & 2,OFFUTT AFB,SARPY,DIESEL,8706,OFFUTT BLDG 165 TANKS 1&2
092998-99-0002,5,OFFUTT A F B,55 CES/CEV,OFFUTT A F B,NE,68113,7,1998-01-22,BLDG 482,OFFUTT AFB,SARPY,GASOLINE,6275,OFFUTT A F B BUILDING 482
092998-99-0003,5,MOSIER FARMS,"RR 1, BOX 44C",SPALDING,NE,68665,7,1998-04-21,EAST MAIN STREET,SPALDING,GREELEY,DIESEL,7666,CROWELL PLACE/MOSIER FARM
092998-99-0004,5,"TRIPLE R FARMS, INC.","RR 2, BOX 79",GIBBON,NE,68840,7,1998-05-27,9402 LAKOTA RD,GIBBON,BUFFALO,GASOLINE & DIESEL,2151,"TRIPLE R, INC"
092998-99-0005,5,UNKNOWN,,,,,7,1998-05-06,HWY 6,HASTINGS,ADAMS,MINERAL OIL,11253,NPPD
09300-DWT-1835,5,ITT CONTINENTAL BAKERY,1108 E 30TH ST,KANSAS CITY,MO,64109,1,1990-09-30,HWY 2 & OLD CHENEY RD,LINCOLN,LANCASTER,DIESEL,,ITT CONTINENTAL BAKERY
093000-JB-1515,6,UNKNOWN,,,,,15,2000-09-30,"2 MI S, 1/4 W ON SECTION RD",MURRAY,CASS,PROBABLE WASTE OIL,NONE,UNKONWN
093002-ML-0513,5,ADM,3000 E 8TH ST,COLUMBUS,NE,68601,9,2002-09-30,3000 E 8TH ST,COLUMBUS,BUTLER,SODIUM HYDROXIDE (4.25% SOLN),NONE,ADM
093003-KM-1140,R,US ARMY RESERVE,2101 WOOLWORTH AVE,OMAHA,NE,68108,1,2003-09-22,"2101 WOOLWORTH, BLDG 11",OMAHA,DOUGLAS,CALCIUM CHLORIDE,NONE,US ARMY RESERVE
093003-ML-0441,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,6,2003-09-30,BAILEY YARD,NORTH PLATTE,LINCOLN,#2 DIESEL,NONE,UPRR AST-BAILEY YARD
093003-99-0000,5,BOSSELMAN FUELS,PO BOX 1567,GRAND ISLAND,NE,68810,14,2002-06-11,"9325 S ALDA RD, SE QUAD I-80 &",WOOD RIVER,HALL,HEATING OIL,430,CRANE MEADOWS
093006-ML-0107,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2006-09-30,"BAILEY: MP 284, W. RCVNG TRK 1",NORTH PLATTE,LINCOLN,DIESEL FUEL,NONE,"BAILEY: MP 284, W RCVG 1"
093006-ML-2025,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2006-09-30,MP 285.78,NORTH PLATTE,LINCOLN,ETHYL ALCOHOL,NONE,BAILEY: MP 285.78
093010-MP-0900,2,,,,,,7,2010-09-30,1600 CENTER PARK RD,LINCOLN,LANCASTER,"GASOLINE, DIESEL",2839,WEAVERS SNACKS
093010-SM-1646,5,BLICKS PHOSPHATE CONVERSI,402 CAMPUS DR,GARDEN CITY,KS,67846,1,2010-09-30,"HWY 61, MP 64",GRANT,PERKINS,DIESEL FUEL,NONE,"TRUCK REL, HWY 61, MP 64"
093011-BG-1645,5,COMMERCIAL CONSTRUCTION,PO BOX 83558,LINCOLN,NE,68501,1,2011-09-30,560 CHERRY AVE,KEARNEY,BUFFALO,DIESEL FUEL,NONE,KEARNEY WASTEWATER TRTMNT
093011-SM-1440,9,,,,,,7,2011-09-30,6TH & AVE A,PLATTSMOUTH,CASS,PETROLEUM,1016,GARYS AMOCO PETRO CONT
093011-TH-0900,5,KRP ENTERPRISES LLC,PO BOX 241,ELGIN,NE,68636,7,2011-02-18,210 N 2ND ST,ELGIN,ANTELOPE,DIESEL,11290,THE STATION
093011-TH-0942,5,OPPD,444 S 16TH ST MALL,OMAHA,NE,68102,7,2011-08-02,4646 JONES PLZ (601 S SADDLE C,OMAHA,DOUGLAS,"GASOLINE, DIESEL, WASTE OIL",11471,OPPD SERVICE CENTER
093012-SM-1012,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2012-09-30,BAILEY: 7401 BAILEY BLVD,NORTH PLATTE,LINCOLN,LUBE OIL,NONE,UPRR: BAILEY YARD
093013-JB-0645,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,1,2013-09-30,BAILEY: E RUN THRU,NORTH PLATTE,LINCOLN,DIESEL FUEL,NONE,BAILEY: E RUN THRU
093014-JB-1025,5,PLAINS IRRIGATION,3344 W WILDWOOD DR,GRAND ISLAND,NE,68803,1,2014-09-29,1500 AW OF L RD ON CR6 S SIDE,GILTNER,HAMILTON,ENGINE OIL/HYDRAULIC OIL,NONE,TRK ACCDT: CO RD 6 & L RD
093014-TS-1111,5,HILAND DAIRY,2901 CUMING ST,OMAHA,NE,68131,1,2014-09-30,W RR XING ON 164TH AVE,DAKOTA CITY,DAKOTA,MOTOR OIL,NONE,HILAND DAIRY REL/TYSON MT
09306-BHI-1430,5,NEBR DEPT OF ROADS,BOX 94759,LINCOLN/LANCASTER,NE,68509,7,1986-09-22,BASSETT STATE YARDS,BASSETT,ROCK,GASOLINE,6988,NDOR BASSETT
09308-SMS-1140,6,FARMLAND INDUSTRIES,P O BOX 258,HENDERSON,CO,80640,6,1988-09-29,8TH & J STREETS,BRIDGEPORT,MORRILL,"DIESEL FUEL #2, GASOLINE",NONE,PANHANDLE COOP ASSOC
093087-TH-0715,5,VICKERS INCORPORATED,6600 N 72ND,OMAHA,NE,68122,7,1987-09-30,6600 N 72ND ST,OMAHA,DOUGLAS,VARIOUS OILS,1652,VICKERS INCORPORATED
093089-99-0000,5,CASS CO DEPT OF ROADS,PO BOX 157,PLATTSMOUTH,NE,68048,7,,220 W B ST,ELMWOOD,CASS,DIESEL,50,CASS CO DEPT OF ROADS
093089-99-0001,5,CASS CO DEPT OF ROADS,PO BOX 157,PLATTSMOUTH,NE,68048,14,1989-07-13,RR - PLATTSMOUTH,PLATTSMOUTH,CASS,GAS AND DIESEL,51,CASS CO DEPT OF ROADS
093089-99-0002,5,OMAHA PUBLIC SCHOOLS,4041 N 72ND,OMAHA,NE,68134,14,1989-05-30,3215 CUMING ST,OMAHA,DOUGLAS,FUEL OIL,8583,TEACHERS AD BLDG
093089-99-0003,5,OMAHA PUBLIC SCHOOLS,3902 DAVENPORT ST.,OMAHA,NE,68131,7,1989-06-13,4041 N 72ND ST,OMAHA,DOUGLAS,GASOLINE,701,OMAHA PUBLIC SCHOOLS
093089-99-0004,5,M&M TRENCHING,2012 1/2 N 83RD ST,OMAHA,NE,68134,7,1989-06-07,2012 1/2 N 83RD ST,OMAHA,DOUGLAS,"GASOLINE, DIESEL, WASTE OIL",1443,M & M TRENCHING
093089-99-0005,5,IN & OUT MARK,7TH & 1ST AVE,PLATTSMOUTH,NE,68048,7,1989-07-11,7TH ST & 1ST AVE,PLATTSMOUTH,CASS,GASOLINE,3066,OFE OIL CO
093089-99-0006,5,BUTLER COUNTY,451 5TH STREET,DAVID CITY,NE,68632,7,1989-08-09,BUTLER CO YARD,BELLWOOD,BUTLER,UNKNOWN,8001,BUTLER COUNTY
093091-CT-1120,5,NEBR DEPT OF ROADS,P.O. BOX 94759,LINCOLN,NE,68509,7,1993-07-15,CNR OF GRAND & BLICKENSDERFER,CALLAWAY,CUSTER,DIESEL,801,NDOR
093091-DT-0830,5,KOCH PIPELINE,PO BOX 134,OBERLIN,KS,67749,4,1991-09-27,HARSH TANK BATTERY,BARTLEY,RED WILLOW,CRUDE OIL,,
093091-GY-1015,5,ACURA OF OMAHA,4040 S 84TH ST,OMAHA,NE,68127,7,1991-09-30,4040 S 84TH ST,OMAHA,DOUGLAS,WASTE OIL,7838,ACURA OF OMAHA
093091-TH-0852,8,COMMONWEALTH ELECTRIC,4225 S 89TH,OMAHA,NE,68127,7,1991-09-12,4225 S 89TH,OMAHA,DOUGLAS,GASOLINE,4217,COMMONWEALTH ELECTRIC
093092-MF-1540,5,SINCLAIR OIL CORP,6602 PORTLAND AVE S,MINNEAPOLIS,MN,55423,7,1992-09-30,4104 S 84TH ST,OMAHA,DOUGLAS,GASOLINE,2972,SINCLAIR OIL
093092-NM-1136,8,W N MOREHOUSE TRUCKLINE,4010 DAHLMAN AVE,OMAHA,NE,68107,7,1991-12-27,4010 DAHLMAN AVE,OMAHA,DOUGLAS,DIESEL FUEL,2406,W N MOREHOUSE TRUCKLINE
093093-NM-0921,5,HUBER CHEVROLET,11102 W DODGE RD,OMAHA,NE,68154,7,1993-08-18,11102 W DODGE RD,OMAHA,DOUGLAS,GASOLINE,2534,HUBER CHEVROLET-GEO
093093-NM-1230,2,,,,,,7,1993-04-20,203 E 9TH ST,OGALLALA,KEITH,UNKNOWN,NONE,JOHN RUZANIC WELL NON PNT
093094-JB-1515,5,SIMPLOT SOIL BUILDERS,P.O. BOX 341,BRUSH,CO,80723,9,1994-09-29,401 E. FRONT,HERSHEY,LINCOLN,FERTILIZER (32% NITROGEN),,SIMPLOT SOIL BUILDERS
093094-PH-1530,5,ST JOE CENT/MENTAL HEALTH,819 DORCAS ST,OMAHA,NE,68108,14,1994-08-29,819 DORCAS ST,OMAHA,DOUGLAS,FUEL OIL,8815,ST JOE'S MENTAL HEALTH
093094-QK-1500,5,OPPD,444 SO. 16TH,OMAHA,NE,68102,6,1994-09-29,NEBRASKA CITY STATION,NEBRASKA CITY,OTOE,#2 DIESEL,,OPPD
093094-SM-0900,5,CENEX TRANSPORTATION,3405 EIDE DRIVE,SIOUX FALLS,SD,57107,1,1994-09-29,HWY 2 & 50,SYRACUSE,OTOE,28% LIQUID NITROGEN,,
093096-PH-0927,5,UPRR,4601 W. FRONT,NORTH PLATTE,NE,69101,2,1996-09-28,BAILEY YARD,NORTH PLATTE,LINCOLN,DIESEL,,UPRR
093097-JB-2145,5,JIM SMITH,2827 N. 53RD #101,LINCOLN,NE,68504,1,1997-09-30,5600 HOLDREGE STREET,LINCOLN,LANCASTER,UNLEADED GASOLINE,,
093097-NH-1545,5,THE POINT INC,280908 LAKE MINATARE,MINATARE,NE,69356,7,1997-09-30,W EDGE OF LAKE MINATARE,MINATARE,SCOTTS BLUFF,GASOLINE,6699,THE POINT INC
093098-NM-0840,5,BRUNO COOP ASSN,BOX 135,BRUNO,NE,68014,7,1998-09-28,MAIN ST,BRUNO,BUTLER,GASOLINE,132,BRUNO COOP ASSN
093099-GW-1015,8,SINCLAIR,6602 PORTLAND AVE S,RICHFIELD,MN,55423,7,1999-07-29,10780 M ST,OMAHA,DOUGLAS,"GASOLINE, WASTE OIL",2976,SINCLAIR RETAIL 26011
093099-GW-1030,8,SINCLAIR,6602 PORTLAND AVE S,RICHFIELD,MN,55423,7,1999-09-29,8307 PARKVIEW BLVD 84TH & PARK,LA VISTA,SARPY,GASOLINE,2991,SINCLAIR RETAIN 26018
093099-JB-0835,5,FARMERS COOP-SUTTON,PO BOX 375,SUTTON,NE,68979,6,1999-09-30,104 W ELM STREET,SUTTON,CLAY,ANTI-FREEZE,,FARMERS COOP-SUTTON
10007-DPH-1600,5,LOUP PUBLIC POWER DIST.,PO BOX 988,COLUMBUS,NE,68601,10,1987-10-05,1ST & C STREET,PLATTE CENTER,PLATTE,TRANSFORMER OIL,NONE,TRANSFORMER:PLATTE CENTER
100101-QK-1205,5,SARGENT IRRIGATION,PO BOX 729,SCOTTSBLUFF,NE,69363,1,2001-10-01,"PRIV CROSSING, 1ST SE OF TOWN",BAYARD,MORRILL,#2 DIESEL,NONE,SARGENT IRRIGATION
100101-QK-1440,5,,,,,,,,,,,,,
100103-TH-0800,5,TVRDY'S ONE STOP INC,100 CEDAR ST,VALPARAISO,NE,68065,7,2003-04-08,"100 CEDAR, NW CRNR 2ND & HWY79",VALPARAISO,SAUNDERS,"GASOLINE, DIESEL",5770,TVRDY'S ONE STOP
100104-JB-1620,5,AGRIUM INC,22292 SW 89TH RD,BEATRICE,NE,68310,9,2004-10-01,22292 SW 89TH RD,BEATRICE,GAGE,ANHYDROUS AMMONIA,NONE,AGRIUM INC
100104-NH-1345,5,LANCASTER CO ENG DEPT,444 CHERRY CREEK,LINCOLN,NE,68528,1,2004-10-01,AGNEW RD 1000' N OF 14TH,AGNEW,LANCASTER,HYDRAULIC OIL,NONE,SCRAPER PLUG-AGNEW CO RD
100107-NH-2010,5,UPRR,4601 W FRONT ST,NORTH PLATTE,NE,69101,2,2007-10-01,UPRR TRACKS: DUNCAN - FREMONT,DUNCAN,,DIESEL FUEL,NONE,UPRR TRCKS:DUNCAN-FREMONT
100108-NH-1855,5,KOCH NITROGEN,21178 SW 89TH RD,BEATRICE,NE,68310,9,2008-10-01,21178 SW 89TH RD,BEATRICE,GAGE,ANHYDROUS AMMONIA,NONE,KOCH NITROGEN
100108-QK-1550,5,UPRR,4601 W. FRONT ROAD,NORTH PLATTE,NE,69101,2,2008-10-01,BAILEY: BTWN W TRK 1 & 2,NORTH PLATTE,LINCOLN,LUBE OIL,NONE,BAILEY: BTWN W TRK 1 & 2
100113-JB-0840,5,WASTE CONNECTIONS OF NEBR,1200 HAMILTON ST,FREMONT,NE,68025,1,2013-09-23,313 BOBCAT LAKE LANE,SCHUYLER,COLFAX,DIESEL FUEL,NONE,TRK ACCDT: 313 BOBCAT LN
100113-MP-1255,,,,,,,,,,,,,,
100114-BG-1615,5,FLINT HILLS RESOURCES,1214 ROAD G,FAIRMONT,NE,68354,2,2014-10-01,1214 ROAD G,FAIRMONT,FILLMORE,ETHANOL (DENATURED),NONE,FLINT HILLS RESOURCES
100114-DB-1025,1,BNSF RAILWAY CO,801 WEST O ST,LINCOLN,NE,68528,9,2014-10-01,HOBSON WWTP,LINCOLN,LANCASTER,WASTEWATER/DIESEL FUEL,NONE,HOBSON WWTP
100114-JB-1845,1,NEW ERA EXCAVATION,PO BOX 690,BOYS TOWN,NE,68010,6,2014-10-01,8551 WHITMORE CT,OMAHA,DOUGLAS,DIESEL FUEL,NONE,D & D CONSTRUCTION
100114-JK-1640,1,BNSF RAILWAY CO,801 WEST O ST,LINCOLN,NE,68528,2,2014-10-01,HOBSON YARD B-1 EAST FUELING,LINCOLN,LANCASTER,DIESEL FUEL,NONE,HOBSON YARD B-1 EAST FUEL
10013-MS-0000,5,WAVERLY COOP.,,WAVERLY,NE,,6,1983-01-10,WAVERLY COOP BULK PLANT,WAVERLY,CASS,GASOLINE,NONE,WAVERLY COOP
10016-WCS-0840,5,WILLIAMS PIPELINE,"705 E 41 ST, #180",SIOUX FALLS,SD,57105,4,1986-09-30,1 N 2-1/2 E OF HERMAN,HERMAN,BURT,28% LIQUID NITROGEN,NONE,WILLIAMS PL: HERMAN
10017-BHI-1030,5,NB.NATL.GAURD-1420 COURT,1300 MILITARY ROAD,LINCOLN,NE,68508,7,1987-10-01,1420 COURT,LINCOLN,LANCASTER,GASOLINE,5063,NB.NATL.GAURD-1420 COURT
10017-SMS-1100,5,WYNNE TRUCKING,2222 NORTH 11TH,OMAHA,NE,,1,1987-10-01,"COUNTY RD. I-80, MM 369-371",GOEHNER,SEWARD,MOLASSES,,
10017-SMS-1650,5,PETE IRONS,4206 BARKWOOD,LINCOLN,NE,,1,1987-10-05,84TH & A,LINCOLN,LANCASTER,DIESEL OIL,,PETE IRONS
10018-CAB-0001,5,HYDROZO COATINGS COMPANY,1001 Y STREET,LINCOLN,NE,68508,7,1987-11-27,1001 Y STREET,LINCOLN,LANCASTER,SOLVENTS,6955,HYDROZO COATINGS COMPANY
100188-TH-1440,5,OMAHA PUBLIC POWER DIST,1623 HARNEY ST,OMAHA,NE,68102,7,1988-10-27,20TH & HOWARD STREETS,OMAHA,DOUGLAS,"GASOLINE, FUEL OIL",570,OPPD TRANS CENTER
100190-99-0000,5,THOMSEN OIL BULK PLANT,806 E SOUTH STREET,HASTINGS,NE,68901,7,1990-05-08,806 E SOUTH ST,HASTINGS,ADAMS,"GASOLINE, DIESEL, KEROSENE",4438,THOMSEN OIL BULK PLANT
100190-99-0001,5,GRIMES SERVICE STATION,ROUTE 89,LEBANON,NE,69036,7,1990-07-17,ROUTE 89,LEBANON,RED WILLOW,"GASOLINE, DIESEL, TRACTOR FUEL",5112,GRIMES SERVICE STATION
100191-CT-1000,5,FARMERS COOP ULYSSES,PO BOX 8,ULYSSES,NE,68669,7,1991-09-17,4TH & B STREET,ULYSSES,BUTLER,KEROSENE,4680,ULYSSES COOP
100191-CT-1001,5,HAROLD SERVICE,BOX 216,PRIMROSE,NE,68655,7,1991-09-23,MAIN ST,PRIMROSE,BOONE,GASOLINE FUEL OILS,4989,HAROLDS SERVICE
100191-DT-1340,5,MID AMERICA DAIRYMEN INC,4TH & SPUR 27A,DODGE,NE,68633,10,1991-10-01,4TH & SPUR 27A,DODGE,DODGE,DIESEL,,
100191-DT-1400,5,OFFUTT A F B,55 CES/DEVC,BELLEVUE,NE,68113,1,1991-10-01,BLDG 416,OFFUTT AFB,SARPY,DIESEL,,
100192-DB-1600,5,THE HEARTHSTONE RESTHOME,2319 LINCOLN AVE.,YORK,NE,68467,14,1992-10-01,2319 LINCOLN AVE,YORK,YORK,HEATING OIL,1527,THE HEARTHSTONE
100192-JB-0945,5,EXXON CORP,PO BOX 1850,VERNAL,UT,84078,6,1992-09-29,TERRESTRIAL FIELD,KIMBALL,KIMBALL,CRUDE OIL,,
100192-KM-1048,5,MARATHON PIPELINE CO,PO BOX 2330,CASPER,WY,82602,4,1992-09-30,1 MI WEST OF SIDNEY,SIDNEY,CHEYENNE,CRUDE OIL,,
100192-KM-1055,5,MARATHAN PIPELINE CO,PO BOX 2330,CASPER,WY,82602,4,1992-10-01,1 1/2 MI SES OF SIDNEY,SIDNEY,CHEYENNE,CRUDE OIL,,
100192-KM-1548,5,NINTH STREET CONOCO,1207 ANGUS DR,NORFOLK,NE,68701,7,1992-09-29,9TH & NORFOLK,NORFOLK,MADISON,"DIESEL, GASOLINE? WASTE OIL?",1176,SHORTY'S CONOCO
100192-99-0000,5,PETER KEWIT CO,3921 MASON,OMAHA,NE,68105,7,1990-11-15,3921 MASON,OMAHA,DOUGLAS,GASOLINE,2401,PETER KIEWIT CONSTRUCTION
100192-99-0001,5,NATIONAL INDEMNITY,3024 HARNEY ST,OMAHA,NE,68131,7,1992-07-28,3024 HARNEY ST,OMAHA,DOUGLAS,HEATING OIL,8879,NATIONAL INDEMNITY
100192-99-0002,5,ACF INC (GRANADA),E HWY 26,MINITARE,NE,69356,7,1991-09-06,DINKLAGE FEEDING (GRANADA),MINATARE,SCOTTS BLUFF,GASOLINE,7140,DINKLAGE FEEDING (GRANADA
100193-GB-1415,5,CARGILL,"1313 13TH AVE,BOX338",CENTRAL CITY,NE,68826,6,1993-10-01,13TH STREET & 13TH AVENUE,CENTRAL CITY,MERRICK,28% NITROGEN FERTILIZER,,
100193-GB-1555,5,URWILER OIL & FERTILIZER,BOX 156,LAUREL,NE,68745,1,1993-10-01,7TH & WINDOM,WAYNE,WAYNE,TRI-4 (TREFLAN),,URWILER OIL & FERTILIZER
100193-JB-0810,5,UPRR,P.O. BOX 909,NORTH PLATTE,NE,69103,2,1993-10-01,KEYSTONE STATION,KEYSTONE,KEITH,COAL,,UPRR-KEYSTONE STATION
100193-JF-1135,5,BNRR,201 NO. 7TH,LINCOLN,NE,68508,2,1993-10-01,ALLIANCE,ALLIANCE,BOX BUTTE,LUBE OIL,,BNRR
100194-JB-1435,5,OPPD,444 SOUTH 16TH,OMAHA,NE,68102,9,1994-10-01,NEBR CITY POWER PLANT,NEBRASKA CITY,OTOE,LUBE OIL,,OPPD
100196-KM-1115,5,UPRR,4601 W. FRONT,NORTH PLATTE,NE,69101,2,1996-09-29,EASTEND HOG TRACK MP 287,NORTH PLATTE,LINCOLN,DIESEL,,UPRR
100197-QK-1545,5,SAFETY CLEAN,"13915 A"" PLAZA""",OMAHA,NE,68144,2,1997-10-01,"123RD ST & OLD L"" STREET""",OMAHA,DOUGLAS,USED OIL,,
100197-SM-1200,5,FARMERS UNION COOP SUPPLY,P.O. BOX 624,BEATRICE,NE,68310,1,1997-10-01,8TH & COURT STREET,BEATRICE,GAGE,DIESEL,,
